# 泰深输入法专业词库 — biology
# 格式：词 拼音（每行一个，空格或制表符分隔）
# 来源：搜狗细胞词库（官方推荐分类），scel2txt 转换

牙源性纤维肉瘤	yayuanxingxianweirouliu
牙源性肿瘤	yayuanxingzhongliu
牙源性腺瘤样瘤	yayuanxingxianliuyangliu
牙源性角化囊肿	yayuanxingjiaohuanangzhong
牙源性透明细胞瘤	yayuanxingtoumingxibaoliu
牙源性钙化上皮瘤	yayuanxinggaihuashangpiliu
牙源性钙化囊肿	yayuanxinggaihuanangzhong
牙源性鳞状细胞瘤	yayuanxinglinzhuangxibaoliu
牙滤泡	yalvpao
牙漂白	yapiaobai
牙牙比例	yayabili
牙痕舌	yahenshe
牙瘤	yaliu
牙石指数	yashizhishu
牙种植术	yazhongzhishu
牙科人造石	yakerenzaoshi
牙科凿子	yakezaozi
牙科助手椅旁凳	yakezhushouyipangdeng
牙科包埋材料	yakebaomaicailiao
牙科学	yakexue
牙科技术	yakejishu
牙科探针	yaketanzhen
牙科模型观测器	yakemoxingguanceqi
牙科综合治疗台	yakezonghezhiliaotai
牙科调拌刀	yaketiaobandao
牙线夹	yaxianjia
牙胚	yapei
牙胶尖	yajiaojian
牙胶锥	yajiaozhui
牙脊	yaji
牙脱落	yatuoluo
牙自动萌出	yazidongmengchu
牙萌出	yamengchu
牙蕾	yalei
牙虚位	yaxuwei
牙被动萌出	yabeidongmengchu
牙质形成	yazhixingcheng
牙质解	yazhijie
牙质鞘	yazhiqiao
牙长轴	yachangzhou
牙间乳头	yajianrutou
牙间交错	yajianjiaocuo
牙间按摩器	yajiananmoqi
牙间隙	yajianxi
牙间隙牙刷	yajianxiyashua
牙隐裂	yayinlie
牙面	yamian
牙面外观	yamianwaiguan
牙颈	yajing
牙颈线	yajingxian
牙颈部龋	yajingbuqu
牙颈釉质嵴	yajingyouzhiji
牙骨膜纤维	yagumoxianwei
牙骨质	yaguzhi
牙骨质化纤维瘤	yaguzhihuaxianweiliu
牙骨质发生	yaguzhifasheng
牙骨质发育不全	yaguzhifayubuquan
牙骨质增生	yaguzhizengsheng
牙骨质小体	yaguzhixiaoti
牙骨质小皮	yaguzhixiaopi
牙骨质层板	yaguzhicengban
牙骨质撕裂	yaguzhisilie
牙骨质棘	yaguzhiji
牙骨质瘤	yaguzhiliu
牙骨质细胞	yaguzhixibao
牙骨质陷窝	yaguzhixianwo
牙髓充血	yasuichongxue
牙髓切断术	yasuiqieduanshu
牙髓化生	yasuihuasheng
牙髓变性	yasuibianxing
牙髓坏死	yasuihuaisi
牙髓坏疽	yasuihuaiju
牙髓塑化剂	yasuisuhuaji
牙髓塑化治疗	yasuisuhuazhiliao
牙髓失活	yasuishihuo
牙髓失活剂	yasuishihuoji
牙髓息肉	yasuixirou
牙髓探针	yasuitanzhen
牙髓摘除	yasuizhaichu
牙髓活力测验器	yasuihuoliceyanqi
牙髓活力电测验器	yasuihuolidianceyanqi
牙髓渐进性坏死	yasuijianjinxinghuaisi
牙髓牙周联合病变	yasuiyazhoulianhebingbian
牙髓牙本质复合体	yasuiyabenzhifuheti
牙髓病学	yasuibingxue
牙髓纤维性变	yasuixianweixingbian
牙髓网状萎缩	yasuiwangzhuangweisuo
牙髓脓肿	yasuinongzhong
牙髓钙化	yasuigaihua
牙鳞	yalin
牙齿光泽	yachiguangze
牙齿可见度	yachikejiandu
牙齿大小	yachidaxiao
牙齿形态学	yachixingtaixue
牙齿拥挤	yachiyongji
牙齿排列	yachipailie
牙齿暴露量	yachibaoluliang
牙齿松动	yachisongdong
牙齿移植	yachiyizhi
牙龈上皮	yayinshangpi
牙龈乳头	yayinrutou
牙龈刀	yayindao
牙龈囊肿	yayinnangzhong
牙龈增生	yayinzengsheng
牙龈形态学	yayinxingtaixue
牙龈按摩	yayinanmo
牙龈点彩	yayindiancai
牙龈纤维瘤病	yayinxianweiliubing
牙龈裂	yayinlie
牙龈退缩	yayintuisuo
牛乳头壮瘤病毒	niurutouzhuangliubingdu
牛型放线菌	niuxingfangxianjun
牛弥菜醇	niumicaichun
牛心包瓣	niuxinbaoban
牛心果碱	niuxinguojian
牛物发生律	niuwufashenglv
牛痘性湿疹	niudouxingshizhen
牛痘性蔷薇疹	niudouxingqiangweizhen
牛痘样水疱病	niudouyangshuipaobing
牛痘病毒	niudoubingdu
牛痘苗	niudoumiao
牛痘苗素	niudoumiaosu
牛皮癣关节炎	niupixuanguanjieyan
牛皮癣状	niupixuanzhuang
牛磺胆酸	niuhuangdansuan
牛磺胆酸盐	niuhuangdansuanyan
牛磺胆酸酯	niuhuangdansuanzhi
牛磺脲酸	niuhuangniaosuan
牛磺酰	niuhuangxian
牛羊等	niuyangdeng
牛肉膏	niurougao
牛胰蛋白酶抑制剂	niuyidanbaimeiyizhiji
牛血清清蛋白	niuxueqingqingdanbai
牛角形拔牙钳	niujiaoxingbayaqian
牛角花素	niujiaohuasu
牛顿型液体	niudunxingyeti
牡荆葡基黄酮	mujingpujihuangtong
牡蛎养殖	muliyangzhi
牡蛎甾醇	mulizaichun
牦牛属	maoniushu
物候图	wuhoutu
物候学	wuhouxue
物候期	wuhouqi
物候相	wuhouxiang
物分解酶	wufenjiemei
物寄	wuji
物岐化酶	wuqihuamei
物歧化酶	wuqihuamei
物理医学	wuliyixue
物理医学与康复	wuliyixueyukangfu
物理图谱	wulitupu
物理美容学	wulimeirongxue
物理防范	wulifangfan
物理预防	wuliyufang
物种保护	wuzhongbaohu
物种形成	wuzhongxingcheng
物种恒定学说	wuzhonghengdingxueshuo
物种树	wuzhongshu
物种生态学	wuzhongshengtaixue
物自由基	wuziyouji
物质攻击力	wuzhigongjili
物质的量单位	wuzhideliangdanwei
物镜转换器	wujingzhuanhuanqi
牲畜贮备	shengchuzhubei
牵伸运动	qianshenyundong
牵引夹板	qianyinjiaban
牵引纤丝	qianyinxiansi
牵引绷带法	qianyinbengdaifa
牵引肌	qianyinji
牵张反射	qianzhangfanshe
牵涉性痛	qianshexingtong
牵涉痛	qianshetong
特优种	teyouzhong
特伦德伦堡试验	telundelunbaoshiyan
特克斯插入式分流术	tekesicharushifenliushu
特制色条	tezhisetiao
特化	tehua
特化作用	tehuazuoyong
特发性不育症	tefaxingbuyuzheng
特发性瘢痕疙瘩	tefaxingbanhengeda
特发性腹膜后纤维化	tefaxingfumohouxianweihua
特发性阴囊坏疽	tefaxingyinnanghuaiju
特发性鞘膜积液	tefaxingqiaomojiye
特夫素	tefusu
特威德三角	teweidesanjiao
特应性	teyingxing
特应性变态反应	teyingxingbiantaifanying
特应性哮喘	teyingxingxiaochuan
特应性皮炎	teyingxingpiyan
特异体质	teyitizhi
特异免疫	teyimianyi
特异凝集	teyiningji
特异反应	teyifanying
特异反应性	teyifanyingxing
特异座位测验	teyizuoweiceyan
特异性	teyixing
特异性体质	teyixingtizhi
特异性修饰因子	teyixingxiushiyinzi
特异性免疫	teyixingmianyi
特异性转导	teyixingzhuandao
特异界面区	teyijiemianqu
特异相互作用	teyixianghuzuoyong
特异突触	teyituchu
特异转运	teyizhuanyun
特异输运	teyishuyun
特异酶	teyimei
特征序列	tezhengxulie
特征性抗体	tezhengxingkangti
特性分类	texingfenlei
特性粘度	texingniandu
特有分布	teyoufenbu
特有属	teyoushu
特殊分化粘膜	teshufenhuanianmo
特殊感觉器官	teshuganjueqiguan
特殊适应	teshushiying
特殊配合力	teshupeiheli
特洛碱	teluojian
特立中央胎座式	telizhongyangtaizuoshi
特纳氏综合症	tenashizonghezheng
特纳牙	tenaya
特纳综合征	tenazonghezheng
特雷拉征	teleilazheng
特需营养要求型	texuyingyangyaoqiuxing
牻牛儿	mangniuer
牻牛儿基	mangniuerji
牻牛儿基焦磷酸	mangniuerjijiaolinsuan
牻牛儿酸	mangniuersuan
牻牛儿醇	mangniuerchun
犀氨酸	xiansuan
犁骨	ligu
犁骨黏膜瓣	ligunianmoban
犁鼻器	libiqi
犏牛	pianniu
犬尿喹啉酸	quanniaokuilinsuan
犬尿氨酸	quanniaoansuan
犬尿氨酸甲酰化酶	quanniaoansuanjiaxianhuamei
犬尿氨酸甲酰胺酶	quanniaoansuanjiaxiananmei
犬尿氨酸羟化酶	quanniaoansuanqianghuamei
犬尿氨酸酶	quanniaoansuanmei
犬尿烯酸	quanniaoxisuan
犬尿碱	quanniaojian
犬尿酸	quanniaosuan
犬牙蔷薇黄素	quanyaqiangweihuangsu
犬问荆碱	quanwenjingjian
犬齿龙	quanchilong
状伪足	zhuangweizu
状花序	zhuanghuaxu
狂犬病患者	kuangquanbinghuanzhe
狄克氏试验	dikeshishiyan
狩猎管理	shoulieguanli
独居型	dujuxing
独有决定簇	duyoujuedingcu
独有特异性	duyouteyixing
独模标本	dumobiaoben
独特位	dutewei
独特型	dutexing
独特型变异	dutexingbianyi
独眼畸形	duyanjixing
独种纤维	duzhongxianwei
独立个员	duligeyuan
独立分配	dulifenpei
独立分配基因	dulifenpeijiyin
独立性状	dulixingzhuang
独脚兽	dujiaoshou
狭布群落	xiabuqunluo
狭样区	xiayangqu
狭温动物	xiawendongwu
狭温性	xiawenxing
狭盐性	xiayanxing
狭翅	xiachi
狭霉素	xiameisu
狭颅症	xialuzheng
狭食性	xiashixing
狸藻	lizao
狼尾草麦角碱	langweicaomaijiaojian
狼疮样	langchuangyang
狼疮试验	langchuangshiyan
猎枪弹伤	lieqiangdanshang
猎物关系	liewuguanxi
猕猴因子	mihouyinzi
猕猴桃碱	mihoutaojian
猕猴血型	mihouxuexing
猖獗龋	changjuequ
猛性龋	mengxingqu
猝倒	cudao
猝死病	cusibing
猝灭	cumie
猝灭剂	cumieji
猩红热样红斑	xinghongreyanghongban
猩红热毒素试验	xinghongredusushiyan
猪主动脉瓣	zhuzhudongmaiban
猪屎豆次碱	zhushidoucijian
猪毛菜	zhumaocai
猪毛菜定	zhumaocaiding
猪油因子	zhuyouyinzi
猪的坏死杆菌病	zhudehuaisiganjunbing
猫叫综合征	maojiaozonghezheng
猫尿氨酸	maoniaoansuan
猫抓病	maozhuabing
猫测定法	maocedingfa
猫耳状皱襞	maoerzhuangzhoubi
猴肾病毒	houshenbingdu
猿猴病毒	yuanhoubingdu
猿猴空泡病毒	yuanhoukongpaobingdu
猿线	yuanxian
玄参科	xuanshenke
玄参红酸	xuanshenhongsuan
玉柏碱	yubaijian
玉米中毒	yumizhongdu
玉米秆	yumigan
玉米穗轴	yumisuizhou
玉米素	yumisu
玉米素核苷	yumisuhegan
玉米红斑	yumihongban
玉米红斑病	yumihongbanbing
玉米胡萝卜素	yumihuluobosu
玉米螟	yumiming
玉米醇溶蛋白	yumichunrongdanbai
玉米黄素	yumihuangsu
玉米黄质	yumihuangzhi
玉米黑粉病	yumiheifenbing
玉红介芬胺	yuhongjiefenan
玉红氧还蛋白	yuhongyanghuandanbai
玉红黄质	yuhonghuangzhi
玉蜀黍	yushushu
玉蜀黍黑粉病	yushushuheifenbing
玉螺	yuluo
玫板	meiban
玫瑰花结	meiguihuajie
玫瑰花结形成细胞	meiguihuajiexingchengxibao
玫瑰花结技术	meiguihuajiejishu
玫瑰苯胺	meiguibenan
玫瑰鹦鹉	meiguiyingwu
玫红品	meihongpin
环丁二嘧啶	huandingermiding
环七肽霉素	huanqitaimeisu
环丙烷酸	huanbingwansuan
环丝氨酰胺	huansianxianan
环丝氨酸	huansiansuan
环丝胺酸	huansiansuan
环六亚甲	huanliuyajia
环六亚甲基四胺	huanliuyajiajisian
环内桥接	huanneiqiaojie
环化	huanhua
环化脱氨酶	huanhuatuoanmei
环化脱水酶	huanhuatuoshuimei
环化酶	huanhuamei
环咽肌	huanyanji
环喷发酵罐	huanpenfajiaoguan
环型发酵罐	huanxingfajiaoguan
环境变异	huanjingbianyi
环境因子	huanjingyinzi
环境因素总称	huanjingyinsuzongcheng
环境总体	huanjingzongti
环境控制装置	huanjingkongzhizhuangzhi
环境生物学	huanjingshengwuxue
环境病理学	huanjingbinglixue
环境诱变	huanjingyoubian
环境钟	huanjingzhong
环多醇	huanduochun
环套息肉切除术	huantaoxirouqiechushu
环孔片层	huankongpianceng
环孔片层复数	huankongpiancengfushu
环孢	huanbao
环小叶黄杨碱	huanxiaoyehuangyangjian
环层小体	huancengxiaoti
环己五醇	huanjiwuchun
环己六醇	huanjiliuchun
环己基脂肪酸	huanjijizhifangsuan
环己烯四醇	huanjixisichun
环己烷	huanjiwan
环己酰亚胺	huanjixianyaan
环已五醇	huanyiwuchun
环已六醇	huanyiliuchun
环常绿黄杨碱	huanchanglvhuangyangjian
环庚三烯酚酮	huangengsanxifentong
环庚糖	huangengtang
环式模造	huanshimozao
环形中心粒	huanxingzhongxinli
环形卡环	huanxingkahuan
环形反应器	huanxingfanyingqi
环形成	huanxingcheng
环形染色体	huanxingranseti
环形棘皮纲	huanxingjipigang
环形烧伤	huanxingshaoshang
环形菌落	huanxingjunluo
环戊烯十一烷酸	huanwuxishiyiwansuan
环戊烯十三碳烯酸	huanwuxishisantanxisuan
环戊烯壬酸	huanwuxirensuan
环戊烯庚酸	huanwuxigengsuan
环戊烯戊酸	huanwuxiwusuan
环戊烯甲酸	huanwuxijiasuan
环戊烷多氢菲	huanwuwanduoqingfei
环斑病	huanbanbing
环杀菌素	huanshajunsu
环杆菌素	huanganjunsu
环枢	huanshu
环染细胞	huanranxibao
环染色丝	huanransesi
环染色单体	huanransedanti
环核苷酸	huanhegansuan
环格列酮	huangelietong
环毛蚓属	huanmaoyinshu
环氧化作用	huanyanghuazuoyong
环氧化物	huanyanghuawu
环氧化物酶	huanyanghuawumei
环氧化鲨烯	huanyanghuashaxi
环氧十八碳	huanyangshibatan
环氧型菌素	huanyangxingjunsu
环氧基十八碳	huanyangjishibatan
环氧油酸	huanyangyousuan
环氧玉米黄质	huanyangyumihuangzhi
环氧硬脂酸	huanyangyingzhisuan
环氧胡萝卜素	huanyanghuluobosu
环氧酶	huanyangmei
环氨霉素	huananmeisu
环流发酵罐	huanliufajiaoguan
环状加厚	huanzhuangjiahou
环状化合物	huanzhuanghuahewu
环状单链	huanzhuangdanlian
环状多肽	huanzhuangduotai
环状扁平苔藓	huanzhuangbianpingtaixian
环状末端核苷酸	huanzhuangmoduanhegansuan
环状杆菌素	huanzhuangganjunsu
环状染色体	huanzhuangranseti
环状梅毒疹	huanzhuangmeiduzhen
环状病毒	huanzhuangbingdu
环状瘢痕挛缩	huanzhuangbanhenluansuo
环状糊精	huanzhuanghujing
环状肉芽肿	huanzhuangrouyazhong
环状肽	huanzhuangtai
环状胰腺	huanzhuangyixian
环状脂肪萎缩	huanzhuangzhifangweisuo
环状试验	huanzhuangshiyan
环状软骨	huanzhuangruangu
环状银屑病	huanzhuangyinxiebing
环状面	huanzhuangmian
环甲膜切开气管插管	huanjiamoqiekaiqiguanchaguan
环甾类	huanzailei
环磷酰胺	huanlinxianan
环管式反应器	huanguanshifanyingqi
环管毛	huanguanmao
环类固醇	huanleiguchun
环糊精	huanhujing
环系	huanxi
环纹导管	huanwendaoguan
环纹管胞	huanwenguanbao
环细胞	huanxibao
环绕下颌结扎术	huanraoxiahejiezashu
环绕细胞	huanraoxibao
环绕结扎术	huanraojiezashu
环绕颧骨悬吊上颌术	huanraoquanguxuandiaoshangheshu
环绕颧骨结扎术	huanraoquangujiezashu
环缩二氨酸	huansuoeransuan
环缩耳	huansuoer
环肌	huanji
环肽	huantai
环胺	huanan
环腺	huanxian
环腺苷	huanxiangan
环腺苷酸	huanxiangansuan
环节动物	huanjiedongwu
环节动物门	huanjiedongwumen
环节及原索动物	huanjiejiyuansuodongwu
环蒜氨酸	huansuanansuan
环虫	huanchong
环行运动	huanxingyundong
环褶	huanzhe
环转眩晕	huanzhuanxuanyun
环阻法	huanzufa
环阿屯醇	huanatunchun
环霉素	huanmeisu
环静脉	huanjingmai
环饼	huanbing
环香豆素	huanxiangdousu
环鸟苷酸	huanniaogansuan
现场抢救	xianchangqiangjiu
现存生物学	xiancunshengwuxue
现成副食品	xianchengfushipin
现象系数	xianxiangxishu
玻尔效应	boerxiaoying
玻片	bopian
玻片凝集法	bopianningjifa
玻片培养	bopianpeiyang
玻璃丝发	bolisifa
玻璃体液	bolitiye
玻璃体状基质	bolitizhuangjizhi
玻璃体粘液质	bolitinianyezhi
玻璃状体	bolizhuangti
玻璃状液	bolizhuangye
玻璃珠培养	bolizhupeiyang
玻璃电极	bolidianji
玻璃碳种植体	bolitanzhongzhiti
玻璃离子粘固剂	bolilizizhanguji
玻璃纤维光学	bolixianweiguangxue
玻璃纤维皮炎	bolixianweipiyan
玻璃纤维织物	bolixianweizhiwu
玻璃调合板	bolitiaoheban
珊瑚体	shanhuti
珊瑚割伤	shanhugeshang
珊瑚单体	shanhudanti
珊瑚形	shanhuxing
珊瑚斑病	shanhubanbing
珊瑚木苷	shanhumugan
珊瑚朵	shanhuduo
珊瑚状发育	shanhuzhuangfayu
珊瑚硬蛋白	shanhuyingdanbai
珊瑚芽	shanhuya
珊瑚菌	shanhujun
珊瑚虫毒素	shanhuchongdusu
珊瑚虫纲	shanhuchonggang
珊瑚霉素	shanhumeisu
珊瑚骼	shanhuge
珍珠样阴茎丘疹	zhenzhuyangyinjingqiuzhen
珐琅质	falangzhi
珠孔	zhukong
珠孔受精	zhukongshoujing
珠孔塞	zhukongsai
珠孢子菌素	zhubaozijunsu
珠心	zhuxin
珠心冠原	zhuxinguanyuan
珠心生胚	zhuxinshengpei
珠托	zhutuo
珠柄	zhubing
珠柄钩	zhubinggou
珠母贝	zhumubei
珠脊	zhuji
珠芽	zhuya
珠蛋白	zhudanbai
珠蛋白基因簇	zhudanbaijiyincu
珠被	zhubei
珠被绒毡层	zhubeirongzhanceng
珠鳞	zhulin
球剂	qiuji
球囊	qiunang
球囊泵	qiunangbeng
球孢子菌性肉芽肿	qiubaozijunxingrouyazhong
球孢子菌病	qiubaozijunbing
球形乳房	qiuxingrufang
球形体	qiuxingti
球形噬菌体	qiuxingshijunti
球形感觉	qiuxingganjue
球形牙	qiuxingya
球形红极毛杆菌烯	qiuxinghongjimaoganjunxi
球形红细胞	qiuxinghongxibao
球形红细胞症	qiuxinghongxibaozheng
球形细胞增多症	qiuxingxibaozengduozheng
球形细胞组织	qiuxingxibaozuzhi
球形针晶从	qiuxingzhenjingcong
球抑胃素	qiuyiweisu
球拍式牵引夹	qiupaishiqianyinjia
球拍状甲	qiupaizhuangjia
球旁细胞瘤	qiupangxibaoliu
球星型	qiuxingxing
球星形海绵	qiuxingxinghaimian
球杆菌	qiuganjun
球果植物	qiuguozhiwu
球果状	qiuguozhuang
球果苞片	qiuguobaopian
球果鳞	qiuguolin
球果鳞片	qiuguolinpian
球栉水母	qiuzhishuimu
球状上颌囊肿	qiuzhuangshanghenangzhong
球状体	qiuzhuangti
球状带	qiuzhuangdai
球状突	qiuzhuangtu
球状细胞	qiuzhuangxibao
球状细胞组织	qiuzhuangxibaozuzhi
球状聚合物	qiuzhuangjuhewu
球状肌动蛋白	qiuzhuangjidongdanbai
球状蛋白	qiuzhuangdanbai
球状蛋白质	qiuzhuangdanbaizhi
球状针晶丛	qiuzhuangzhenjingcong
球番石榴素	qiufanshiliusu
球石粒	qiushili
球磨搅拌	qiumojiaoban
球穗花序	qiusuihuaxu
球窝关节	qiuwoguanjie
球笼型机械瓣	qiulongxingjixieban
球粒体	qiuliti
球花	qiuhua
球花胺	qiuhuaan
球芽	qiuya
球菌	qiujun
球菌霉素	qiujunmeisu
球蛋白	qiudanbai
球蛋白异常	qiudanbaiyichang
球蛋白血	qiudanbaixue
球蛋白血症	qiudanbaixuezheng
球蛋白锌胰岛素	qiudanbaixinyidaosu
球钻	qiuzuan
球间	qiujian
球霉菌素	qiumeijunsu
球颗	qiuke
球鳞	qiulin
理想图	lixiangtu
理想弓	lixianggong
理想株型	lixiangzhuxing
理想牙排列	lixiangyapailie
琉蚁二醛	liuyierquan
琥珀三联体	huposanlianti
琥珀型三联体	hupoxingsanlianti
琥珀型突变	hupoxingtubian
琥珀基	hupoji
琥珀基代氨基甲酰	hupojidaianjijiaxian
琥珀基代氨基甲酰咪唑核苷酸	hupojidaianjijiaxianmizuohegansuan
琥珀基半胱氨酸	hupojibanguangansuan
琥珀密码子	hupomimazi
琥珀抑制	hupoyizhi
琥珀抑制基因	hupoyizhijiyin
琥珀校正基因	hupojiaozhengjiyin
琥珀突变	hupotubian
琥珀突变体	hupotubianti
琥珀突变型	hupotubianxing
琥珀胆碱	hupodanjian
琥珀脂	hupozhi
琥珀酰	hupoxian
琥珀酰胆碱	hupoxiandanjian
琥珀酰脂肪酰酶	hupoxianzhifangxianmei
琥珀酰辅酶	hupoxianfumei
琥珀酸	huposuan
琥珀酸半醛	huposuanbanquan
琥珀酸氧化酶	huposuanyanghuamei
琥珀酸盐	huposuanyan
琥珀酸硫激酶	huposuanliujimei
琥珀酸脱氢酶	huposuantuoqingmei
琥珀醇	hupochun
琼氏蛋白	qiongshidanbai
琼胶	qiongjiao
琼脂	qiongzhi
琼脂二糖	qiongzhiertang
琼脂印模材料	qiongzhiyinmucailiao
琼脂培养基	qiongzhipeiyangji
琼脂技术	qiongzhijishu
琼脂振荡培养	qiongzhizhendangpeiyang
琼脂斜面	qiongzhixiemian
琼脂板	qiongzhiban
琼脂水解酶	qiongzhishuijiemei
琼脂糖	qiongzhitang
琼脂糖凝胶	qiongzhitangningjiao
琼脂糖凝胶层析法	qiongzhitangningjiaocengxifa
琼脂糖凝胶电泳	qiongzhitangningjiaodianyong
琼脂糖平板	qiongzhitangpingban
琼脂糖酶	qiongzhitangmei
琼脂胶	qiongzhijiao
琼脂酶	qiongzhimei
瑞利干涉仪	ruiligansheyi
瑞利条纹	ruilitiaowen
瑞斯托菌素	ruisituojunsu
瑞氏染液	ruishiranye
瑟慎	seshen
瓜尔涅里包涵体	guaernielibaohanti
瓜尼瑞包涵体	guaniruibaohanti
瓜氨酸	guaansuan
瓜氨酸血	guaansuanxue
瓠果	huguo
瓢虫类	piaochonglei
瓣中瓣人工瓣植入术	banzhongbanrengongbanzhirushu
瓣修复术	banxiufushu
瓣切开术	banqiekaishu
瓣周漏	banzhoulou
瓣基片	banjipian
瓣植物	banzhiwu
瓣炎	banyan
瓣状	banzhuang
瓣状被片	banzhuangbeipian
瓣环	banhuan
瓣膜	banmo
瓣膜切开术	banmoqiekaishu
瓣膜变形	banmobianxing
瓣膜成形术	banmochengxingshu
瓣膜注射	banmozhushe
瓣膜破裂	banmopolie
瓣膜置换术	banmozhihuanshu
瓣钩幼虫	bangouyouchong
瓣间联系	banjianlianxi
瓣鳃动物	bansaidongwu
瓤胞	rangbao
瓦勃氏呼吸器	waboshihuxiqi
瓦勃氏测压仪	waboshiceyayi
瓦合皮瓣	wahepiban
瓦斯爆炸伤	wasibaozhashang
瓦氏动作	washidongzuo
瓦耳登转化	waerdengzhuanhua
瓦耳登转化作用	waerdengzhuanhuazuoyong
瓶子草目	pingzicaomu
瓶梗	pinggeng
瓶梗孢子	pinggengbaozi
瓶状体	pingzhuangti
