# 泰深输入法专业词库 — 法律
# 来源：THUOCL 清华开放中文词库（MIT License，https://github.com/thunlp/THUOCL）
# 格式：词 拼音（制表符分隔）；仅收录 system_dict 缺失词条
一上班	yishangban
证券发行注册制	zhengquanfaxingzhucezhi
证券回购	zhengquanhuigou
证券委员会	zhengquanweiyuanhui
证券市场禁入制度	zhengquanshichangjinruzhidu
证券市场禁入规定	zhengquanshichangjinruguiding
证券市场违法犯罪	zhengquanshichangweifafanzui
证券承销	zhengquanchengxiao
证券投资基金法	zhengquantouzijijinfa
证券法律制度	zhengquanfalvzhidu
证券法比较研究	zhengquanfabijiaoyanjiu
证券法苑	zhengquanfayuan
证券监督委员会	zhengquanjianduweiyuanhui
证券自营商	zhengquanziyingshang
证券违法犯罪	zhengquanweifafanzui
证券集中托管	zhengquanjizhongtuoguan
证据之间相互印证	zhengjuzhijianxianghuyinzheng
证明责任倒置	zhengmingzerendaozhi
评估报告法	pinggubaogaofa
诈保	zhabao
诈欺和解罪	zhaqihejiezui
诈骗他人钱财	zhapiantarenqiancai
诈骗犯罪研究	zhapianfanzuiyanjiu
诉中财产保全	suzhongcaichanbaoquan
诉前保全申请	suqianbaoquanshenqing
诉前扣船	suqiankouchuan
诉前财产保全	suqiancaichanbaoquan
诉愿权	suyuanquan
诉讼保全	susongbaoquan
诉讼保险制度	susongbaoxianzhidu
诉讼制度改革研究	susongzhidugaigeyanjiu
诉讼参与人	susongcanyuren
诉讼参加人	susongcanjiaren
诉讼对抗	susongduikang
诉讼承担	susongchengdan
诉讼时效中止	susongshixiaozhongzhi
诉讼时效效力	susongshixiaoxiaoli
诉讼时效重新计算	susongshixiaochongxinjisuan
诉讼标的	susongbiaodi
诉讼标的额	susongbiaodie
诉讼费用交纳办法	susongfeiyongjiaonabanfa
诉辩交易	subianjiaoyi
诏狱	zhaoyu
试点与改革	shidianyugaige
该公司总经理	gaigongsizongjingli
诬告反坐	wugaofanzuo
语言文字词典	yuyanwenzicidian
请求恢复原状	qingqiuhuifuyuanzhuang
请求排除妨碍	qingqiupaichufangai
诺成性合同	nuochengxinghetong
诺成性行为	nuochengxingxingwei
诺成法律行为	nuochengfalvxingwei
诺成行为	nuochenghangwei
读律佩觽	dulvpeixi
调处息讼	tiaochuxisong
调解裁决	tiaojiecaijue
谈判与辩论技巧	tanpanyubianlunjiqiao
谈判主体	tanpanzhuti
谋取暴利	mouqubaoli
谋大逆	moudani
谢伟俊	xieweijun
谢在全	xiezaiquan
谢尔曼反托拉斯法	xieermanfantuolasifa
谢尔曼法	xieermanfa
谢尔曼法案	xieermanfaan
谢文强	xiewenqiang
谢雪梅	xiexuemei
谦抑原则	qianyiyuanze
谦抑性原则	qianyixingyuanze
谨告犯人	jingaofanren
象棋中局精妙战法	xiangqizhongjujingmiaozhanfa
豪宅税	haozhaishui
贝克汉姆法案	beikehanmufaan
负直接	fuzhijie
贡献毛益法	gongxianmaoyifa
财产保全	caichanbaoquan
财产保全制度	caichanbaoquanzhidu
财产保全申请书	caichanbaoquanshenqingshu
财产保全费	caichanbaoquanfei
财产保险合同	caichanbaoxianhetong
财产清偿顺序	caichanqingchangshunxu
财团债权	caituanzhaiquan
财团抵押	caituandiya
财政普法读本	caizhengpufaduben
财政检查工作办法	caizhengjianchagongzuobanfa
财政管理体制法	caizhengguanlitizhifa
财智攻略	caizhigonglve
责任保险合同	zerenbaoxianhetong
责任保险赔偿	zerenbaoxianpeichang
责任分担	zerenfendan
责任分散效应	zerenfensanxiaoying
责任竞合	zerenjinghe
货币化安置	huobihuaanzhi
货币防伪	huobifangwei
货款拖欠	huokuantuoqian
货物所有权转移	huowusuoyouquanzhuanyi
货物运输保险合同	huowuyunshubaoxianhetong
质次价高商品	zhicijiagaoshangpin
贩卖假药罪	fanmaijiayaozui
贩卖毒品罪	fanmaidupinzui
贩卖毒品罪研究	fanmaidupinzuiyanjiu
贩卖淫秽物品罪	fanmaiyinhuiwupinzui
贪污罪共犯	tanwuzuigongfan
购房住房无忧宝典	goufangzhufangwuyoubaodian
购房落户	goufangluohu
贴现成本	tiexianchengben
贴现负债	tiexianfuzhai
贷款展期	daikuanzhanqi
贷款欺诈	daikuanqizha
贷款约束机制	daikuanyueshujizhi
贷款诈骗罪	daikuanzhapianzui
贺梅法案	hemeifaan
贾东明	jiadongming
贿赂犯罪	huilufanzui
资产价值法	zichanjiazhifa
资产保值增值	zichanbaozhizengzhi
资产收购合同	zichanshougouhetong
资产评估收费标准	zichanpinggushoufeibiaozhun
资产负债表	zichanfuzhaibiao
资助恐怖活动罪	zizhukongbuhuodongzui
资政院院章	zizhengyuanyuanzhang
资本充足性管制	zibenchongzuxingguanzhi
资本市场有效原则	zibenshichangyouxiaoyuanze
资源保护和回收法	ziyuanbaohuhehuishoufa
资源开发审批制度	ziyuankaifashenpizhidu
资源有偿使用制度	ziyuanyouchangshiyongzhidu
资源核算制度	ziyuanhesuanzhidu
资源税制度改革	ziyuanshuizhidugaige
资源税暂行条例	ziyuanshuizanxingtiaoli
资源配置经济效益	ziyuanpeizhijingjixiaoyi
资金汇划	zijinhuihua
赎楼利息	shuloulixi
赔偿范围	peichangfanwei
赢之路	yingzhilu
赢利能力	yinglinengli
走私制毒物品罪	zousizhiduwupinzui
走进农民工	zoujinnongmingong
赵虎林	zhaohulin
起诉要求赔偿损失	qisuyaoqiupeichangsunshi
超欠幅度	chaoqianfudu
超级小律师	chaojixiaolvshi
超越代理权	chaoyuedailiquan
超越使用范围	chaoyueshiyongfanwei
超越比利牛斯山	chaoyuebiliniusishan
超越法定职权	chaoyuefadingzhiquan
超越职权	chaoyuezhiquan
越南海洋法	yuenanhaiyangfa
越南落地签	yuenanluodiqian
越权无效	yuequanwuxiao
越权无效原则	yuequanwuxiaoyuanze
越权经营	yuequanjingying
越权行为	yuequanxingwei
越级诉讼	yuejisusong
趋势加强	qushijiaqiang
足迹检验技术	zujijianyanjishu
跨境破产	kuajingpochan
跨年度采购	kuanianducaigou
跨类保护	kualeibaohu
路政岗位	luzhenggangwei
路政执法	luzhengzhifa
身份证重号	shenfenzhengzhonghao
身故保险金受益人	shengubaoxianjinshouyiren
车上座位责任险	cheshangzuoweizerenxian
车不越线	chebuyuexian
车船税征收标准	chechuanshuizhengshoubiaozhun
转一种	zhuanyizhong
转代理	zhuandaili
转委托	zhuanweituo
转承责任	zhuanchengzeren
转移价格策略	zhuanyijiagecelve
转移所有权	zhuanyisuoyouquan
转移登记	zhuanyidengji
转股协议	zhuanguxieyi
转让债权	zhuanrangzhaiquan
转让合同	zhuanranghetong
转让注册商标公告	zhuanrangzhuceshangbiaogonggao
转让背书	zhuanrangbeishu
转质权	zhuanzhiquan
转贷牟利罪	zhuandaimoulizui
轮机日志	lunjirizhi
软件外包项目管理	ruanjianwaibaoxiangmuguanli
软件著作权登记	ruanjianzhuzuoquandengji
软法与硬法之间	ruanfayuyingfazhijian
软预算约束	ruanyusuanyueshu
轻工总会	qinggongzonghui
轻微缺陷	qingweiquexian
轻微违约行为	qingweiweiyuexingwei
载货清单	zaihuoqingdan
辞职权	cizhiquan
辩护与代理	bianhuyudaili
辩护与代理制度	bianhuyudailizhidu
辩护制度	bianhuzhidu
辩护职能	bianhuzhineng
辩护要点	bianhuyaodian
辩护阶段	bianhujieduan
辩证唯物主义纲要	bianzhengweiwuzhuyigangyao
边复习	bianfuxi
边缘刑法学	bianyuanxingfaxue
边缘法学	bianyuanfaxue
边防检查站	bianfangjianchazhan
迁出通知书	qianchutongzhishu
过于自信过失	guoyuzixinguoshi
过失引起中毒罪	guoshiyinqizhongduzui
过失爆炸罪	guoshibaozhazui
过程控制仪表技术	guochengkongzhiyibiaojishu
迈向和谐	maixianghexie
迎鸽律师事务所	yinggelvshishiwusuo
运六歇一	yunliuxieyi
运输经济法规	yunshujingjifagui
运输车辆管理制度	yunshucheliangguanlizhidu
这就是公民	zhejiushigongmin
进京户口完全手册	jinjinghukouwanquanshouce
进出口商品检验法	jinchukoushangpinjianyanfa
进出口国家垄断	jinchukouguojialongduan
进出口管理委员会	jinchukouguanliweiyuanhui
进出口经营权	jinchukoujingyingquan
进出口贸易管理	jinchukoumaoyiguanli
进口药材抽样规定	jinkouyaocaichouyangguiding
进口药材管理办法	jinkouyaocaiguanlibanfa
进口食品标签	jinkoushipinbiaoqian
进行国事活动	jinxingguoshihuodong
进行审计监督	jinxingshenjijiandu
远东律师事务所	yuandonglvshishiwusuo
远恶军州	yuanejunzhou
远期交割月份	yuanqijiaogeyuefen
远期交货合同	yuanqijiaohuohetong
远期信用证	yuanqixinyongzheng
远期外汇业务	yuanqiwaihuiyewu
远洋渔业管理规定	yuanyangyuyeguanliguiding
远离令	yuanliling
远离商业贿赂	yuanlishangyehuilu
远程视频接访	yuanchengshipinjiefang
违令作战消极罪	weilingzuozhanxiaojizui
违反海关监管规定	weifanhaiguanjianguanguiding
违反禁止标线	weifanjinzhibiaoxian
违反要件	weifanyaojian
违反诉讼程序	weifansusongchengxu
违反财经纪律行为	weifancaijingjilvxingwei
违宪审查权	weixianshenchaquan
违法发放贷款罪	weifafafangdaikuanzui
违法广告	weifaguanggao
违法拘禁	weifajujin
违法物品	weifawupin
违法经营	weifajingying
违法行政行为	weifaxingzhengxingwei
违法要求履行义务	weifayaoqiulvxingyiwu
违法责任原则	weifazerenyuanze
违法转包	weifazhuanbao
违禁物	weijinwu
违章处理	weizhangchuli
违约形态比较研究	weiyuexingtaibijiaoyanjiu
违约损害赔偿	weiyuesunhaipeichang
违约行为	weiyuexingwei
违约行为形态	weiyuexingweixingtai
违约责任论	weiyuezerenlun
违背妇女意志	weibeifunvyizhi
违规提供担保	weiguitigongdanbao
连带债务责任	liandaizhaiwuzeren
连带责任保证	liandaizerenbaozheng
连续式投放策略	lianxushitoufangcelve
连锁经营协会	liansuojingyingxiehui
追加对价	zhuijiaduijia
追加当事人	zhuijiadangshiren
追加被告	zhuijiabeigao
退一赔一	tuiyipeiyi
退回补充侦查	tuihuibuchongzhencha
退役安置	tuiyianzhi
退货责任规定	tuihuozerenguiding
送达回执	songdahuizhi
适用除外制度	shiyongchuwaizhidu
逃避动植物检疫罪	taobidongzhiwujianyizui
逃避商检罪	taobishangjianzui
逃避缴纳税款	taobijiaonashuikuan
逃避追缴欠税	taobizhuijiaoqianshui
逃避追缴欠税罪	taobizhuijiaoqianshuizui
选择性合同	xuanzexinghetong
通信协助执法法案	tongxinxiezhuzhifafaan
通用经济法	tongyongjingjifa
通臂二十四式	tongbiershisishi
通行价格定价法	tongxingjiagedingjiafa
通谋招投标行为	tongmouzhaotoubiaoxingwei
速遣费	suqianfei
造纸产业发展政策	zaozhichanyefazhanzhengce
逻辑结构	luojijiegou
逾期违约金	yuqiweiyuejin
道奇凯领	daoqikailing
道德概论	daodegailun
道路交通事故处理	daolujiaotongshiguchuli
道路交通安全法	daolujiaotonganquanfa
道路交通安全法学	daolujiaotonganquanfaxue
道路交通管理	daolujiaotongguanli
遗产共同共有	yichangongtonggongyou
遗产分割	yichanfenge
遗产承办处	yichanchengbanchu
遗产管理人	yichanguanliren
遗产继承	yichanjicheng
遗产继承权	yichanjichengquan
遗产继承法律通	yichanjichengfalvtong
遗产继承纠纷	yichanjichengjiufen
遗产范围	yichanfanwei
遗嘱执行人	yizhuzhixingren
遗漏主体	yilouzhuti
遗漏罪	yilouzui
避险不得已	bixianbudeyi
邓晓芒	dengxiaomang
邮包战争险	youbaozhanzhengxian
邮政普遍服务	youzhengpubianfuwu
邮电工作人员	youdiangongzuorenyuan
邵东县司法局	shaodongxiansifaju
邹忠臣	zouzhongchen
邻接权研究	linjiequanyanjiu
郑州大学法学专业	zhengzhoudaxuefaxuezhuanye
郑州日产	zhengzhourichan
部分抄袭	bufenchaoxi
部门管辖	bumenguanxia
部门越权	bumenyuequan
郴州福康医院	chenzhoufukangyiyuan
都察院则例	duchayuanzeli
都服从国务院	doufucongguowuyuan
酌定不起诉	zhuodingbuqisu
配偶权	peiouquan
配偶继承权	peioujichengquan
配偶赡养费	peioushanyangfei
酒店实用法规	jiudianshiyongfagui
酒店管理经典案例	jiudianguanlijingdiananli
采矿权注销	caikuangquanzhuxiao
释放学习	shifangxuexi
里格斯诉帕尔默案	ligesisupaermoan
重典治吏	zhongdianzhili
重典治国	zhongdianzhiguo
重复保险	chongfubaoxian
重复处理行为	chongfuchulixingwei
重大刑事犯罪案件	zhongdaxingshifanzuianjian
重大嫌疑人	zhongdaxianyiren
重大疾病保险合同	zhongdajibingbaoxianhetong
重大疾病保险理赔	zhongdajibingbaoxianlipei
重大立功表现	zhongdaligongbiaoxian
重大误解	zhongdawujie
重大责任事故	zhongdazerenshigu
重大责任事故罪	zhongdazerenshiguzui
重大选题备案制	zhongdaxuantibeianzhi
重播权	chongboquan
重新鉴定	chongxinjianding
重法地法	zhongfadifa
重点法条随身记	zhongdianfatiaosuishenji
重置价值条款	zhongzhijiazhitiaokuan
重返犯罪现场	chongfanfanzuixianchang
野副州旦	yefuzhoudan
野生动物保护法	yeshengdongwubaohufa
野生植物保护法	yeshengzhiwubaohufa
野蛮对待	yemanduidai
野踩	yecai
量刑规范化	liangxingguifanhua
金块本位制度	jinkuaibenweizhidu
金堂县公安局	jintangxiangonganju
金枪鱼案	jinqiangyuan
金融企业财务规则	jinrongqiyecaiwuguize
金融凭证诈骗罪	jinrongpingzhengzhapianzui
金融审判案例研究	jinrongshenpananliyanjiu
金融恐慌	jinrongkonghuang
金融远期合约	jinrongyuanqiheyue
金融风波	jinrongfengbo
金钱赔偿	jinqianpeichang
金银复本位制度	jinyinfubenweizhidu
针刺补泻法	zhencibuxiefa
钢铁产业发展	gangtiechanyefazhan
钦定台规	qindingtaigui
钦定工部则例	qindinggongbuzeli
钦定西藏章程	qindingxizangzhangcheng
钱继磊	qianjilei
铁路交通事故	tielujiaotongshigu
铁路检察院	tielujianchayuan
铁路法院	tielufayuan
铁路留用土地办法	tieluliuyongtudibanfa
铁路货物运输合同	tieluhuowuyunshuhetong
铁路货运单	tieluhuoyundan
铁路运输中级法院	tieluyunshuzhongjifayuan
铁路运输安全	tieluyunshuanquan
铁路运输检察院	tieluyunshujianchayuan
铁路运输法院	tieluyunshufayuan
铁面急先锋	tiemianjixianfeng
银团放款	yintuanfangkuan
银团贷款暂行办法	yintuandaikuanzanxingbanfa
银本位币铸造条例	yinbenweibizhuzaotiaoli
银河法律教育中心	yinhefalvjiaoyuzhongxin
银行业监督管理法	yinhangyejianduguanlifa
银行保函	yinhangbaohan
银行卡管理办法	yinhangkaguanlibanfa
银行及金融机构法	yinhangjijinrongjigoufa
银行存款法	yinhangcunkuanfa
银行承兑汇票	yinhangchengduihuipiao
银行抵消权	yinhangdixiaoquan
银行法律与业务	yinhangfalvyuyewu
银行法律基础知识	yinhangfalvjichuzhishi
销售人员意见法	xiaoshourenyuanyijianfa
销售代理合同	xiaoshoudailihetong
销售侵权作品	xiaoshouqinquanzuopin
销售侵权复制品	xiaoshouqinquanfuzhipin
销售侵权复制品罪	xiaoshouqinquanfuzhipinzui
锯木机杀妻案	jumujishaqian
长三角法学论坛	zhangsanjiaofaxueluntan
长城保护条例	changchengbaohutiaoli
长臂管辖权	zhangbiguanxiaquan
门晶	menjing
闭口合同	bikouhetong
闲置土地处理办法	xianzhitudichulibanfa
闲置土地处置办法	xianzhitudichuzhibanfa
间接代理	jianjiedaili
间接法	jianjiefa
间歇性神经病	jianxiexingshenjingbing
间歇性精神病	jianxiexingjingshenbing
阅卷笔录	yuejuanbilu
队伍建设	duiwujianshe
防伪专用品	fangweizhuanyongpin
防止义务	fangzhiyiwu
防止贪污法	fangzhitanwufa
防雷减灾管理办法	fangleijianzaiguanlibanfa
防震减灾法律法规	fangzhenjianzaifalvfagui
阴谋犯	yinmoufan
阴谋颠覆政府罪	yinmoudianfuzhengfuzui
阵地式谈判	zhendishitanpan
阶段性技术成果	jieduanxingjishuchengguo
阻碍军事行动罪	zuaijunshixingdongzui
阻碍司法公正	zuaisifagongzheng
阿提卡之夜	atikazhiye
附会汉法	fuhuihanfa
附加残疾保险	fujiacanjibaoxian
附带民事诉讼案件	fudaiminshisusonganjian
附带民事诉讼被告	fudaiminshisusongbeigao
附认股权证公司债	furenguquanzhenggongsizhai
附赠式有奖销售	fuzengshiyoujiangxiaoshou
陆岩	luyan
陆志安	luzhian
陆新华	luxinhua
陆海空军刑法	luhaikongjunxingfa
陆空保险	lukongbaoxian
陆良县人民法院	luliangxianrenminfayuan
陈东坡	chendongpo
陈俊平	chenjunping
陈光中	chenguangzhong
陈华彬	chenhuabin
陈大献	chendaxian
陈智军	chenzhijun
陈朝璧	chenchaobi
陈耀权	chenyaoquan
陈锦红	chenjinhong
陈际红	chenjihong
陈顾远	chenguyuan
降价排挤行为	jiangjiapaijixingwei
限制出口商品	xianzhichukoushangpin
限制性商业行为	xianzhixingshangyexingwei
限制民事行为能力	xianzhiminshixingweinengli
限期险额结报制度	xianqixianejiebaozhidu
陕西省红十字医院	shanxishenghongshiziyiyuan
院落整治	yuanluozhengzhi
除外规定	chuwaiguiding
除权判决	chuquanpanjue
陪审员制度	peishenyuanzhidu
陶文俊	taowenjun
陶景洲	taojingzhou
隆安县人民法院	longanxianrenminfayuan
随缺地	suiquedi
随船工作证	suichuangongzuozheng
随附义务	suifuyiwu
隐形合约	yinxingheyue
隐性腐败	yinxingfubai
隔地犯	gedifan
障碍未遂	zhangaiweisui
雅典法律制度	yadianfalvzhidu
雅各宾宪法	yagebinxianfa
雅尔塔协定	yaertaxieding
集体合同规定	jitihetongguiding
集体安全体制	jitianquantizhi
集体所有制单位	jitisuoyouzhidanwei
集市交易税	jishijiaoyishui
集成电路布图设计	jichengdianlubutusheji
雇佣保证	guyongbaozheng
雇佣合约	guyongheyue
雇佣法律关系	guyongfalvguanxi
雪山惨案	xueshancanan
零售销售差值	lingshouxiaoshouchazhi
需与乙方	xuyuyifang
震撼战地手记	zhenhanzhandishouji
霍菲尔德	huofeierde
青山大乐队	qingshandayuedui
靖江市地方税务局	jingjiangshidifangshuiwuju
靖远黄河大桥	jingyuanhuanghedaqiao
